상호명,url,score,review_cnt,pos,review
오토김밥,https://m.place.naver.com/restaurant/1171714242,4.36,473,역삼역,"정말 단골이었는데 네이버리뷰는 이제야 쓰네요~ 인스타에만 홍보해드리다가 말이지요^^; 역삼동 저쪽 작은곳에 서 시작하셨을때부터 단골이었어요:) 가게 확장하신다는 소리를 듣고 얼마나 기쁘던지- 개인적으로 오토김밥이 유 명해지기 전부터 여기저기 맛있다고 입소문내고 다닌 사람으로써 이 브랜드가 이 동네에서 잘되고 입소문이 ... 닭강정도 맛있고 김밥도 맛있어요.
와사비김밥 새로운 맛!!!
신선하고 채소 가득이라 좋아용 등산갔다가 먹는 오토김밥은 진짜 체고체고👍 오토김밥만 먹다가 스팸김밥으로 시켰는데 조금 느끼해서 고추 필수인 것 같아요. 밥보다 토핑이 많아 좋네요! 혼자와서 오토+다깡정 먹고 홀린 듯 고추냉이 포장주문해서 사라집니다. 매장 깨끗하고 김밥이 균일하게 잘라져나
와요 맛은 기대이상입니다 안경쓰신 사장님 친절하세요 저한테만 친절하신게 아니라 배달 음식 픽업하러 오신분들
에게도 깍듯하셨어요 행복하세요- 김밥도 맛있고 닭강정도 맛있음 👍 포장 주문했는데 빨리 나오고 직원분 친절해요!! 김밥 신선하고
닭강정 속바겉촉
넘 맛나요~👍👍👍 김밥도 맛있지만 닭강정이👍🏻 세트메뉴 좋아요 "
블루글라스,https://m.place.naver.com/restaurant/1675454875,N,N,N,N
더케이크스토리,https://m.place.naver.com/restaurant/1352078946,4.14,26,압구정역,"굿 똥손 남녀 둘이가서 만들어서 좀 구리지만 즐거운 경험이였어요 ㅎㅎ 뭔가 이가격에 내용물 작업까지 같이 배우는 시간 있으면 더 알착까같다고 생각했어요 ~ 물론 집와서 먹어보니 맛있어서 내가 했으면 이 맛 안나겠지? 했지만 가격면에서 그런생각이 들었습니다 :) 저는 대충대충사는 사람이라섴ㅋㅋㅋ 굉장히 빠르게 끝내고 나왔어요 ... 선생님 실력 굿 ㅎ ㅜ ㅎ 귀여워서 너무 좋아요! 곰돌이 도시락 케이크랑 초랑 찰떡이에요 완전 친절하시고 매장이 넓어서 이야기하기 좋았어요 좋아요 연하니 맛있어요 여기서 남자친구가 레터링 케이크 주문해줬고 픽업하러 가는 길에 초 2개 샀어요~ 디자인 예쁩니당 다만 2호 사이즈 가격 안내를 처음하고 두번째를 다르게 안내해주셔서 그게 좀 아쉬웠어요 ㅠㅠ 당일로 주문가능한게 최고!! 예쁜 주문케이크 너무 맘에 들었어요 너무너무 감사합니다 빼빼로 원데이 클래스 나쁘진 않은데 토핑도 조금 비싼 편이고, 그냥 비닐인데 하나에 100원 추가로 받는건 좀 악랄하네요,,ㅋㅋ,,, 초코펜 사용시 빼빼로 굳고나서 해야된다고 한마디씩만 해주시면 좋을텐데 안해주셔서 글씨 다 번지고 ㅎㅎ 빼빼로 추가비용 또 받고.. 다시 안 갈 것 같아요~ "
노메,https://m.place.naver.com/restaurant/36667123,4.24,228,봉은사역,"추워서 대창전골 먹었는데 맛있었어요 차돌도 들어가있어서 맛있었습니다 삼성동데이트하다 방문했는데 꿀맛이에요 재료도 신선하구 양도 많아 만족했어요 재방문하겠습니다 ㅎㅎ 오꼬노미야끼가 진짜 특별해요! 밀가루로 된 전이 아니라 면이 깔려네요ㅎ 안주로도 좋고 술 없이도 너무 맛있어요
~ 식사메뉴도 많아서 점심먹으러도 와야겠어요 나가사끼 짬뽕 맛있어요. 
짬뽕인데 면은 따로 시켜야해서 아쉽네요. 원래 이근처 맛집이었는데 어느순간부터 점점 매워지더니 배가 아릴정도로 맵네요 덜맵게 해달라고 했는데 그건 
안된다해서 그냥 주문해서 먹었는데 우동에 청양고추 다진게 한큰술 들어있었음 ㅜ 매운거 못먹는 사람은 쭈삼 드
시지 마세요 비쥬얼도 맛도 좋아서 나중엔 술 한잔 하러 저녁에도 방문하겠다능 오랜만에 센스있는 메뉴 삼성동주문😁
세가지 맛이 섞이지 않고 각각의 맛을 잘~느낄 수 있어서 좋아요🤩🤩 오늘도 역시🤩🤩🤩 요즘 이자카야가 잘 안보여서 찾던 중에 가보았는데요! 메뉴가 다양해서 고르는 재미가 있고 히로시마풍 오코노미야 양이 푸짐하고 맛있어요! 나가사키랑 함께 먹으니 단짠으로는 딱입니다 ~ 4명이서 소주 7병 마시고 나옵니다~ ... 오랜만에 점심에 갓는데 너무짜고 맛이 변했어요 ㅜㅜ "
하남돼지집강남역CGV점,https://m.place.naver.com/restaurant/763219598,4.16,325,강남역,강남역의 하남돼지집은 처음이었어요. 주문빠르고 즐거운 시간 만들고 왔어요. 고기는 역시 맛있네요. 고기맛있게나오고 분이기도좋습니다. 서비스도 좋아요^^ 맛있게 잘 먹었습니다❤️ 직원분들 너무 친절하네요😆 삼겹살 굽워주셔서 편안게 먹었어요^~^ 친절하긴한데 위생이 정말 최.악.입니다 ㅜㅜ 우선 불판에 음식물 찌꺼기 (김치) 있었는데 바꿔달라고 하니까 그냥 냅다 냅킨으로 닦아 버리고 안바꿔 주셨구요 직원분들이 니트릴 장갑 하나로 모든 일을 다하세요.. 위생용이 아니라 손 보호 느낌…? 조선족분들이신 것 같은 직원분들 되게 친절하시긴한데 위생개념이 부족하신것같아요 …... 음식이 맛있고 저녁때에 갔는데 청소년임에도 불구하고 친절하게 대해주셨어요^^ 바쁘고 연말에 웨이팅! 그래도 맛있음! 고기가 맛있어요.👍 맛있어용! 굿! 볶음밥 추천 걍 평범한 맛이에요~ 
샌프란시스코,https://m.place.naver.com/restaurant/11795634,4.52,55,압구정로데오역,"좋은 선물 했습니다 맛나 스타일리시하고 좋습니다 꾸안..확꾸 :) 좋았습니다. 고급스러우면서 저렴한 가격이
맘에 들어요 ㅇㅇ 굿 매장이깨끗해요 . 좋아요 "
안사부,https://m.place.naver.com/restaurant/1757813994,0,6,역삼역,"음식이 깔끔하니 맛있네요
친절하시구요
도삭면 면이 색다르고 좋았습니다 생각지 못하게 발견한 맛집!! 여기 다 맛있습니다😍 조금 짠 편이긴 한데 짜장도 맛있고 짬뽕도 소룡포도 다 맛있
어요 마라향이 없는 도삭면이 있으면 하는 아쉬움이 살짝ㅎ
마라 좋아하시는 분들은 괜찮겠네요~^^
딤섬도 종류별로 먹어봤는데 나름 먹을만 했습니다~ 회식2차로 가서 연태고량주와 안주를 먹음 면이 두껍긴 한데 맛있어요 최악이었어요. 1. 아무리 개업 초기라지만 주문 누락돼서 40분 걸렸구요, 다른 테이블 다 먹었을 때 음식 나왔네요. 
딤섬은 끝까지 나오지도 않았어요. 2. 차돌짬뽕에 차돌이 두개 있었어요. 이게 뭔가요? 정말 너무 별로였습니다. 딤섬 맛있어요!! 다시는 가지 않을겁니다. 최초 주문 누락/서빙 지연/대응 미흡/재주문 시에도 주문 누락 등 점심 시간에는 되도록 가지 않으시는게 좋겠습니다. 주방이 테이블을 커버하지 못합니다. 수타면이 맛있습니다 음식맛있어요 "
장독대,https://m.place.naver.com/restaurant/1611312115,4.22,536,청담역,"장독대 원조인 청담점 그래서 그런지 다른곳보다 국물도 깔끔하고 맛도 더 좋았습니다 
혼자 한끼 뚝딱하기 좋은곳 너무 맛있게 잘먹었습니다! 김치찜도 꼭 먹어보고 싶네요. 청담동 토박이가 짜글이가 유명하다고 해서 가보았다 싱싱한 버섯이 잔뜩 올라가 있음 친절하고 나쁘지 않다! 가끔 생각나는 맛이에요! 맛있어요👍🏻 물가가 아무리 올랏다 하지만 9천원짜리 김찌. 김치도 없고 국물 먹으라고 주신듯. 삼겹 정량은 아닌듯 보통 수입삼겹이 저런데 국산이라 하니 믿을수밖에. 가격대비 쏘쏘
연예인들이 많이 방문했는지 사인이 많네요 연예인분들도 많이오는 김치찌개집! 한쪽벽면 가득 연예인분들의 싸인이 가득한 맛집!
빠르고 맛있게 먹을수있어 좋아요~^^ 사리가 종류가 많아요.
발렛비 3천원은 쫌~
맛은 있어요. 김치찌+라면사리 최고! 소문에 비해선 실망

김치찌개에선 쿰쿰한 냄새가 난다 "
담미온,https://m.place.naver.com/restaurant/1396628028,4.29,464,청담역,"한끼 식사로는 가격이 부담스러워졌지만 ㅜㅜ
 맛있어요 !! 맛때문에 먹게되네요 ㅎㅎ😊 음식이 깔끔하고 맛이 좋습니다! 👍 맛있게 잘 먹었어요! 저는 좋은 곳은 리뷰를 안남깁니다. 문제 업장만 남깁니다. 수육 국밥을 시켰습니다. 너무 춥고 배고파서 지나가다 들렀어요. 두세숟갈 먹다가 깍두기를 집었는데 짧고 얇은 데다거 반은 하얗게 샌 누가 봐도 초로의 여인이 흘린 머 리카락이 들어있더군요. 제것인가 싶어 들고 여러번 살펴봤습니다. (사진이 왜 없냐 하면 그냥 좀 구차해서?) ... 술국에 소주 딱이에요 맛은 보통. 언제가도 덥습니다. 맛있어요 잘먹었습니다 웨딩 촬영 끝나고 들린 국밥집~ 늦게까지 하는 건 좋아요 다만 국물이 좀더 진했으면 더 좋겠어요 국밥 종류가 다양해서 좋아요 "
주몽,https://m.place.naver.com/restaurant/35452264,4.11,583,압구정로데오역,"초스피드 짜장면 맛있어요 정말 맛있어요
간짜장 차돌짬뽕 탕수육 다 너무 맛있어요 진짜 맛집! 가격이 비싼 이유가 있는 짬뽕 맛집 짬뽕 맛있어요 쟁반 짜장 왜케 맛있음!! 이집은 고추 짜장 맛집이에요👍🏻메뉴 고민하지말고 고추 짜장 고고 가격은 비싼데 맛있어요! 짜장이 젤 마싯서요 짜장면맛있어요 ㅎㅎ 짬뽕 조금 매워요 "
육시리,https://m.place.naver.com/restaurant/1823169314,4.53,453,선릉역,"완벽했던 삼겹살 고기의 질은 항상 칭찬하고 싶을 정도!!! 추천한 메뉴들 모두 맛이 좋았습니다. 마지막 테이블이라 더 신경써주셔서 아주 잘 먹었습니다. 주차도 지원되는데 제가 깜박해서 불편을 드렸네요 할인권 형태입니다 참고하세요. <스티브 추천> 12000원 목살+참치김찌 세트 강추!! 갓 지은 밥 너무 맛있어요. 선릉에서 국수를 먹어도 9천원. 안 동국시1.3만원 여기 점심 세트 메뉴 정말 대단해요. 김찌에 목살 넣어 주시는줄 알았는데, 목살을 구워 줬어요 ㅋㅋ ㅋ 참치김찌는 참치 폭탄 넣어 주셨는네요 반찬은 아쉬운데. 그래도 강추 할께요. 참 점심 바쁜 시간에도 목... 우연히 들렀는데 맛있고 직원분 들 모두 친절하십니다.맛있는 찌개를 추천해 주시는 바람에 추가 고기는 배불러 먹지 못했지만 기분좋은 저녁식사 하고와 좋았습니다~~~^^👍 점심에 고기세트메뉴...가성비 갑~^^ 가브리살 맛집추천요~^^
낮고기 하기 좋은곳..ㅋ 아시죠? 맛집은 뭘 먹어도 맛있다는거. 진짜 가게에 있는거 종류별로 다 먹은거 같네요 후식냉면까지 하나도 빠짐없이 전부 맛도리입니다!! 다음에 또 올게요 사장님 덕분에 잘 었습니다 ๑>ᴗ<๑ 맛이 좋아서 엄청 먹었네요 같이 간 사람들 다 고기쟁이들이라서 이런 고기 맛집은 못지나칩니다 ^^ 저는 참치김치전골이 취향이었어요 잘 먹었습니다 ㅋㅋㅋ강남구 맛집인정!!ㅋ 직원분들 모두 친절하고^^ 고기가 너무 맛있어요!!ㅋㅋ 최고👍 점심에 고기먹기👍🏻👍🏻👍🏻👍🏻 너무 맛있습니다^^ 단체모임 장소 고르기 힘든데.. 장소 잘 잡았다고 다들 칭찬하더라구요ㅋ 기분좋게 잘 먹고 왔
습니다^^ "
압구정순대국,https://m.place.naver.com/restaurant/1320811087,4.32,420,압구정로데오역,"드디어 발견!! 순대국 맛집이 절실히 필요했거든요!! 대박!!!건더기도 푸짐하고 반찬으로 나오는 양파 무우김치 맛집
입니다~~! 순대국 맛있어요 자주올것같아요 든든한 밥 한끼 제대로 ㅎ 깍두기도 맛있습니다 음식이 맛나고 친절합니다 순대국 별로 안좋아하는데
잡내도없고 맛있어요~ 압구정 맛집 ~ 제일 좋아유 점심 때 줄이 진~~~~~짜 길어요!!!!!! 줄 서고 먹을만 합니당 압구정에서 쉽게 볼수 없는 순대국! 냄새 안나고 맛있어서 괜찮아요! 순대국 가리는편인데 맛있게 잘 먹었습니다! 좌식 좌석도 있어서 여러명이서 가기 좋아요~ 혼밥 좋고 압구정에서 이정도면 굳이야 맛은 부족함 없고 오늘은 친절하셔서 더 좋았어요 "
목포낙지횟집,https://m.place.naver.com/restaurant/20878131,4.27,246,삼성역,"시원한 우럭탕
도미 먹으려 했는데 우럭이 더 신선하다고 추천해 주심. 사실 둘 중 고민 중이었어서 우럭으로 변경했더니 진짜맛있었음. 김치찌개 맛있어요~
밑반찬도 맛있구요~
부부 두분이 하셔서 사람 많은시간엔 좀 오래걸려요~ 김치찌개, 동태탕 추천드려요 ~ 특히 동태탕 국물이 끝내줍니다~ 추운날 뜨끈한 동태탕 먹으러 종종 오는데 영수증
 인증은 첨하네요~ 동태탕 맛집 추천합니다 가성비좋아요 두분이서하셔서 힘들어보여요 속풀이 좋음 삼성동 찌개 맛집 삼성동 맛집. 
김치찌개, 생우럭탕, 비빔밥, 낙지볶음 등 모든 메뉴가 맛있네요 생우럭탕 맛집 생우럭탕 맛집 적당해요 "
콩이네집,https://m.place.naver.com/restaurant/1289289931,4.46,258,선릉역,"매일메뉴여서좋네요 맛있어요 맛있어요 오늘의 메뉴 먹고 넘 놀랬어요
이 가격에 이렇게까지 부실하고 맛이 없다니... 가성비 너무좋았어요!! 다음에 또먹고싶어요ㅎㅎ 푸드코드 이용할때 좋아오 굿 양이 많아요 선릉에서 혼밥하기 좋은 한신타워 굿 "
엘크레,https://m.place.naver.com/restaurant/1421741281,4.32,"1,054",신사역,"진짜 너무 친절하시고 너무 고통스럽고 아픔과 예쁨이 비례해요 만족합니다.. 산적같은 저의 눈썹을 탈바꿈 해주셨
어요… 대신에 오시려면 눈썹마사지 잘하고 오셔야해요 안그럼 뽑을때 진짜 기절초픙!!! ㅠ ㅠ 우연히 알게되어 예약하고 방문하였습니다!
브로우 컨설팅 하길 잘 한거같아요😊 얼굴형이랑 헤어라인 고려해서 브로우 컨설팅 진행하였구요! 결과는 대만족👍 다음에도 방문하려구요~ 눈썹유목민들 여기로 오세요 제발 ✅친구들이 한명씩 다녀오더니 바뀐 눈썹과 인상에 반해 줄줄 가는 중 (이제 회 사동료도) ✅눈썹 관리 못하는 사람도 자기에게 맞는 쉐입 찾고 관리법 화장법 다 알려주세요 (친절과 전문성은 기 본) ✅얼굴형과 본인이 추구하는 이미지에 맞는 컨설팅이 진행! 그리고 화장 잘 몰라도 정말 대화를 통해 제 ... 때 마다 오게되는 것 같아요! 디자인도 너무 잘해주셔서 다른 곳이랑 비교 불가라 멀지만 때 되면 찾아옵니다!!! 전 
눈썹 많은 스타일인데 다른 왁싱샵에선... 이런 디자인 안나와요ㅠ 눈썹 고민 자들은 꼭 엘크레로! 굿긋 너무 맛있어요 ~ 감자퓨레 쫭 마구마구 나는 눈썹이 평생 고민이었는데, 엘크레에서 고민 해결했습니다! 4회차 받고 나니 비대칭도 맞춰지고 내 눈썹을 보완하는 화장법도 알게 되서 너무 좋아요! 브로우 2회째 헤어라인1회 완료했습니다. 천편일률적인 스타일을 추천해주는게 아니라 내 얼굴에 맞는 디자인을 추천해주셔서 좋아요. 뽑는 방식이라 눈썹도 유지기간이 한달 정도는 되는거 같아요. ㅂ 사에서 받아본적 있는데 훨 씬 만족도가 높습니다. 헤어라인도 매우 만족이에요. 헤어라인이 이렇게 중요한지 처음 알았네요 ㅎㅎ 좁은 ... 깔금하고 이쁘게 디자인해주셨어요 :) 전체적인 얼굴형을 파악하시고 제 개인적인 니즈도 더해서 브로우 쉐입을 잡아주시고 브로우 그릴때는 팁과 함께 거울로 저도 보면서 그리는 법을 알려주셔서 제대로 이해하고 갑니다:) 잔털정리해주셨을때부터 너무 깔끔해져서 만족했는데 브로우 그리고나서는 더 만족스러웠습니다!! 오늘 3회차 다녀왔습니다! 처음 잔모 정리해주시던 선생님도 너무 꼼꼼하게 잘 정리해주셨고, 본부장님도 너무 깔끔하게 맞는 스타일 잘 찾아주셨습니다! 두 분 다 너무 친절하시기도 했고요!! 혼자 정리할 때보다 훨씬 좋네요 감사합니다! "
피렌체,https://m.place.naver.com/restaurant/12014076,4.76,170,청담역,"한상미마스터님께 상담 받았습니다 ^^ 네이버예약을 하고 방문 하였는데, 방문하기 하루 전 연락을 주셔서 친절히 상담을 해주시겠다고 직접 연락을 주셨습니다.ㅎㅎ 상담하면서 저희가 원하는 디자인을 잘 찾아내주시고 가격도 아주 잘 맞춰주셨습니다 제 지인이 웨딩링을 찾고 있다면 무조건 백작! 한상미마스터님을 추천드리고 싶습니... 개인 손 모양에 따라 반지 디자인 추천 해주시고반지, 귀걸이, 목걸이를 여러개 보여주셔서 선택지가 다양했어요. 
저희 담당하셨던 한상미 실장님 친절하고 세세하게 안내해주셔서 감사합니다! 예물반지구매하기위해서 예랑이랑 백작바이피렌체 청담점 방문했어요~😘 매장 외부부터 내부까지 깔끔하고 세련 된 인테리어에 놀랐고 친절하고 상냥하신 한상미실장님께 또한번 놀랐어요!!! 저희가 미리 찾아간 디자인의 반지말 고도 저와 예랑이의 손에어울릴만한 디자인의 반지들도 다양하게 보여주시면서 저희에게 딱맞고 잘어울리... 저희 담당해주신 설수정 카운슬러님 엄청 친절하시고 저희 예산에 맞게 이것저것 추천도 많이 받았어요. 예쁜 디자 인의 링들 많이 갖다주셔서 여러개 껴보다가 결국엔 ‘리냐메조’로 선택했습니다~수평선 아래 사랑하는 두 남녀라는 뜻도 좋고 사진보다 실제가 훨훨 예뻐요! 남자껏도 정말 심플하지만 매력적인 디자인이라 정말 맘에 들었어... 1시간 넘게 상담도 잘 해주시고, 서비스도 좋아 너무 만족스러웠던 곳입니다. 빨리 예쁜 웨딩링 제작이 되어 껴보고 싶네요🥰😍 웨딩밴드 맞추러 갔어요
한시간정도에 엄청나게 많은 제품을 보고 투엘븐이라는 밴드로 결정!! 어제 지인 분과 상담받았는데 그 자리에서 계약을 하게 될 줄 몰랐습니다. 제가 알아봤던 3곳 중 가장 합리적인 가격에 원하는 물건을 첫 눈에 겟했네요ㅎㅎ 한 실장님께서 친절하게 설명해주시고, 예산에 꼭 맞게 최상의 품질로 알아봐주셔서 감사했습니다. 벌써 다담주 토욜이 기대되네요^^ 김원겸 부장님 덕분에 고민이던 웨딩밴드 해결했어요. 너무 친절하시고 다양하고 이쁜반지 잘소개해주십니다. 감사합니다~~ 청담 예물 _백작바이피렌체 청담본점 네이버예약으로 상담예약했고 상담 진행해주신 한상미실장님 평일 방문해서
 편한분위기에 상담받을 수 있어서 좋았습니다 ~! 예물나오기만 기다리고기다리는중^ ^ 웨딩링 당일계약 후기 1. 반지 퀄리티는 당연히 좋고 이쁜 디자인도 당연히 많지만, 무엇보다 어떤게 어울리는지 잘 비교할수있도록 열심히 도와주신 점이 가장 크게 느껴졌습니다. 2. 한상미 실장님 설명도 잘해주시고 친절하시고 끝까지 저희 마음에 쏙 드는 반지를 찾아주시려고 노력하셨습니다. 무엇보다 예산에 맞춰주시려고 해주셔서 ... "
펍더블린,https://m.place.naver.com/restaurant/11722030,4.03,633,신논현역,"기네스 맛집이라 방문~ 부드러운 맛에 자주가는 곳이어요 퀘세디아,아일랜드소세지매쉬포테이토, 안주도 맛나요 분위기 핫하네요 식사하고 가볍게 방문하기 좋은곳이예요. 첨엔 나초 가격보고 좀 놀랐는데 소스도 넉넉하고 먹어보니까 너무 맛있더라구요…. 맥주랑도 무지 잘어울리고 맛있었어요!
내부 공간이 넉넉하고 정말 아이리시펍 느낌이 팍팍 나서 지인들과 대화하기 좋았어요! 추천합니다. 지나가다가 우연히 들렀는데 분위기 좋네요~~ 주말이라 사람이 많더라구요~
시끌시끌한 분위기 오랜만인데 간만에 즐겁게 시간 보낼 수 있었어요 Irish Wednesday 한잔하기 딱 좋은 맥주집입니다~ 와 맛있는데 비싸다.. . IRISH BOMB HOP HOUSE13 PILSNER URQUELL GUINESS STEALLA ARTOIS CHURR
OS NACHO CHIP 외관이 굉장히 세련되어 보이고 눈에 띄기도하여 들어갔다. 가게 내 분위기는 만족했지만 그게 전부였다. 마치 화난 듯한 직원의 톤과 행동 그리고 표정은 들어가자마자 눈살을 찌푸리게 했다. 26,500원의 스테이크 샐러드는 육포 샐 러드를 착각하고 내놓은 것만 같이 오래된 고기같고 말라비틀어졌으며 맛은 먹어보지않아도 알 것 같았다. ... 이곳에서 2차를 진행했는데 맥주맛도 좋았습니다. 기본안주가 없는 것은 아쉽지만 딱히 맥주마시며 스몰토크를 하
니 신경은 안쓰였습니다. 나중에 피쉬앤칩스를 시켜서 먹었는데 대체적으로 맛잇었습니다. 하이볼에 샐러드 .2차로가기 좋아요.

하이볼 첨마셔 보는친구 데리고 갔는데 맛있다고 계속 마시더라구요. ㅎ "
바움,https://m.place.naver.com/restaurant/37546579,N,N,N,N
사람사는고깃집김일도,https://m.place.naver.com/restaurant/1972037992,4.34,493,언주역,"비추천‼️ 맛있게 비싸게돈주고먹고 그닥 기분좋지않네요.. 넘 불친절해서 다시 가고싶지않아요. 직원분들(여자)은 
굉장히 친절하신데 다른분들은 그닥!! 바쁜것도알긴한데 원래바쁘다고 다 이해해드리는거아니잖아요? 많이실망함 고기 질도 좋고 맛있어여~역시 고기는 와사비 올려서 뙇 먹으면 존맛! 그런대다 김에 싸먹는거 싱기방기~먹어보니 이유가 있더라구여~감칠맛이 싹 돌면서 고기와 김의 조합도 최고! 넘 잘먹고 갑니다 >.< 재방뭌의사 1000% 회사 끝나구 친구랑 고기가 너무 먹고싶어서 찾다가 여기로 왔습니다 !! 후회없는 선택입니다 ..🥹 우선 고기가 너 무 신선하고 ! 밑반찬들도 다 맛있더라구요 ㅠㅠ 그냥 검색해서 온 건데 단골 될 거 같아요 !! 특히 고기를 구운김에 싸먹는 건 처음이였는데 진짜 신세계.. 고소한 고기와 김이랑 짭조름한 양념들이 진짜 존맛 !!!!! 🫶🏼 매장도 넓... 맛잇네요
근데 또 갈집은 아닌ㅌㅅ 음식도 맛있고 양도 많네요. 매장 청결하고 인테리어도 깔끔했어요 서비스도 좋았습니다^^ 삼겹살 먹고 속풀이 된장술밥 먹었는데 음식 깔끔하게 잘해요~ 특히 술한잔에 속풀이 된장술밥 먹으면 국물이 끝내주네요 해장하기도 좋을듯요 ㅎ 직접 구워주셔서 좋더라구요~ 서비스 아주 만족스러워요! 김에 싸먹는 고기라 독특하고 소스가 맛있어요~ 매장도 깔끔하니 먹기 괜찮네요:) 고깃집은 고기부터 맛있어야 진짜다, 김일도 논현점은 그러한 기본적인 맛의 구현에 충실했던 가게이다. 내 일을 많 이 도와주시는 거래처 형님과 개별적인 자리를 위해 한잔 사기위해 지나가다 우연히 들른곳인데 내생애 3번째 리뷰 를 작성하게 한다, 거래처 형님께 좋은 맛집을 소개시켜줘서 고맙다고 그말까지 들으니 더 기분이 좋다! 맛부... 된장술밥? 메뉴가 궁금해서 목살이랑 삼겹살과 같이주문. 오?굉장히 익숙하면서도 고기의 기름진맛을 싹잡아줘서 같이먹는거 강추! 김일도한판 먹음^^ 구성알차게 부위별로 다양하게 잘나오고 고기도 하나하나 다 맛있어서 넘 좋음^^ "
할랄가이즈,https://m.place.naver.com/restaurant/36924582,4.55,396,압구정로데오역,"정말 거지말 안하고 매주 먹는데 매주 놀라워요 너무너무너무너ㅜ 마싯어요😭 항상 소스 넉넉하게 달라고 했는데 오늘은 서비스로 소스 따로 더 주셨어요.. 사장님 이거 유죄입니다. 어떻게 매주 맨날 같은거 먹어도 안질려..? 왜질려 정말 거짓말안치고 매주매주 시켜먹는 질할브로스 청담점이 최고 램 라이스 랩 먹었습니다
양고기 특유의 맛이 강하며 머스타드 소스에 다양한 채소가 첨가된 샌드위치입니다
정수기는 구비되어 있으나 물이 안 들어있어 매우 불편합니다 진짜 최고에요.. 다른지점보다 여기가 훨씬 마싯어요!!! 친절하고 깨긋해요 정말정말 자주 가는 곳👍🏻 양도 많고 맛도 있다 포장/배달 다 되고 주차는 건물 앞에 공간 마련되어 있어요 !! 본메뉴
도 맛있지만 여기는 진짜 감자튀김 맛집이다. 감자튀김을 그닥 선호하는 편은 아닌데 여기 감자튀김은 진짜 찐이다,
, 🍟 램오버라이스와 콤보라이스를 포장 주문했어요 🥰
요즘 왠지 케밥이나 할랄푸드 땡겨서 먹고 리뷰 남길께요 🌿 너무 맛있어요 !! 추억의 맛!!
그런데 좀 매워요 ㅠㅠ
치킨라이스랩 추천추천 맛있어요 "
이디야커피,https://m.place.naver.com/restaurant/12107143,4.47,"4,943",언주역,"1. 분위기: 낮에는 회의하기 좋아요. 새벽 2시까지 영업해서 밤에 조용히 커피 한잔하거나 혼자 작업하기 좋습니다. 자리별로 특색이 있고 무엇보다 자리마다 콘센트가 있다는 장점 2. 가성비: 식음료 모두 좋아요! 다양한 디저트, 샐 러드, 빵 등 여러가지가 많아요. 지리적 위치를 감안하면 가성비 좋아요 3. 서비스: 발렛에서 문앞, 그리고 커... 이디야커피랩 드디어 방문해봤는데 입구부터 친절하게 맞아주시고, 모든 직원분들이 너무 친절하셨어요! 그리고 
디저트부터 샌드위치류 넘치게 많더라구요! 매장안도 넓고 쾌적해서 언주역 갈 일 있음 재방문할거에오 몽블랑 바스크 케이크 완전 취저예요!!
9천원이 아깝지않게 정말 맛있었습니다
주차도 무료라 종종 방문하는데 디저트는 늘 만족해요 ㅎㅎ 지나가다 우연히 들어갔는데 이렇게 큰 이디야는 처음이네요 인테리어가 너무 이뻐요 베이커리 종류도 굉장히 많
은데 몇 개 먹어본 것들은 그냥 무난한 정도 커피 맛은 괜찮아요 하지만 가격은 이디야 가격은 아니라는 거 참고하
세요^^ 햄치즈 크로아상,바게뜨 샌드위치, 쫀득한 올리브 치즈브레드, 오트브루 아몬트 크림라떼 주문했습니다
마감시간 다되어가니까 샌드위치, 크로아상 상태가 살짝 시큼했어요. 음료는 맛있습니다 그림 집중도잘되고 편안한공간이라 자주방문하고 있습니다 로스트 치킨샐러드, 오트브루 아몬드 크림넛 주문했습니다. 샐러드에 닭가슴 퍽퍽하고 채소도 큼직큼직해서 먹기 불편했어요 드레싱은 렌치 소스가 잘어울렸구요
오트브루 크림넛은 구수한맛에 달콤한크림이 왕창 올라가있는 맛이었어요 맛 괜찮았습니다. 오랫만에 왔어요 내부는 넓고 발렛비3천원 내고 1시간 무료입니다 가까워서 이디야 쿠폰쓰러왔는데 여긴 쓸 수 없
는 곳이예요 이디야이미지와 정반대 인곳. 문이 수동인데 저절로 열려요 ㅎㅎ 직원분이 문도 열어주는 곳 ㅎㅎ 매장이 넓고 좌석도 편해요. 무엇보다 주차가 매우 용이해요. 새벽 2시까지 영업한다는 장점이 있어요. 일반 이디야에 비해 가격이 센 편이지만 그만큼 커피 맛은 좋아요. 청포토 콤부 블렌딩티, 치킨콥샐러드주문했습니다
샐러드는 치킨콥샐러드에 렌치소스가 가장맛있어요
청포도 콤부 블렌딩티는 당도높은 청포도가 들어간 에이드였어요 상큼하니 맛있었습니다 이미 리뷰가 많은곳이라...서울안에서도 이리 괜츈한 카페라 넘나좋아요. 아기자기함보단 개방감있는곳이 좋아서 가끔옵니다.커피의 산미 묻는곳첨이네요 ~^^ "
